video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=iezMQvn8dXQ&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@edmundscars,Edmunds Cars,"2024 Honda Prologue First Look | Honda’s First Fully Electric Car in America | Range, Tech & More!",93K,3 months,The 2024 Honda Prologue is — somewhat surprisingly — the brand's first mass-market fully electric car to be sold in America.,2024-01-27 00:18:10.631421
/watch?v=T7fGDw7U2Wg&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@8NewsNowVegas,8 News Now — Las Vegas,The hidden costs of owning electric cars,573K,3 weeks,But an 8 News Now Investigators' examination of insurance costs and other money associated with ownership of electric vehicles ...,2024-01-27 00:18:19.308763
/watch?v=o9Yoz2wm3NE&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@electricviking,The Electric Viking,The American state where electric cars get taxed 3 times,39K,3 weeks,The American state where electric cars get taxed 3 times Get a 20% discount to Electrify Everything in Sydney from the 9th - 11th ...,2024-01-27 00:18:19.323479
/watch?v=2f9LdvVcdsg&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@electricviking,The Electric Viking,US electric car sales grow 122% vs 2022 - Tesla continues domination,9.9K,9 days,US electric car sales grow 122% vs 2022 - Tesla continues domination Get a 20% discount to Electrify Everything in Sydney from ...,2024-01-27 00:18:19.325901
/watch?v=mfhpBxHeewo&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@CarCoachReports,Car Coach Reports,Chinese EV’s Coming to the USA - Will it Destroy The Car Market,7.9K,3 weeks,This investment is causing angst in Washington as it seeks to keep China out of the US electric car market. Remember that China ...,2024-01-27 00:18:19.333523
/watch?v=L4BQhipkK_8&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@CNBC,CNBC,How Electric Vehicles Will Change The Midwest Economy,1.1M,1 year,"After manufacturing's 40-year cycle of decline in the U.S., officials in Washington are trying to bring it back. This move could be a ...",2024-01-27 00:18:19.336917
/watch?v=2HBtRM9o04A&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@EforElectric,E for Electric,All 25 Electric Cars & Trucks Coming in 2023,400K,1 year,Here are all of the all electric cars and trucks coming to the US market in 2023. These are the EVs that are due to start their ...,2024-01-27 00:18:19.342043
/shorts/QtmkRBqK3nY,/@KiaWorldwideOfficial,Kia Worldwide,The Kia EV9 Wins Esteemed NACTOY Award,756,23 hours,Here's the moment when the Kia EV9 proudly secured the 2024 NACTOY Utility Vehicle of the Year award! Learn more about this ...,2024-01-27 00:18:19.344576
/watch?v=g8zdWvQN8dI&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@electricviking,The Electric Viking,Only 7 models qualify for U.S. Electric Car incentives in 2024,23K,1 month,Only 7 models qualify for U.S. Electric Car incentives in 2024 Get a 20% discount to Electrify Everything in Sydney from the 9th ...,2024-01-27 00:18:19.355763
/watch?v=W08tUhJI_jU&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@JasonLivinginChina,Living in China,China LEADS the World in Electric Cars! (America Shocked),292K,7 months,"In this video, we discuss China's leading role in the electric car industry and how this is changing the global landscape. America is ...",2024-01-27 00:18:19.358324
/watch?v=3wpGxyeWjzs&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@toptrendingcars,Top Trending Cars,Top 15 New Electric Cars In 2024,176K,8 months,In this video here we are diving into the future of automotive technology and exploring the top 15 electric cars set to revolutionize ...,2024-01-27 00:18:19.363107
/watch?v=EtepwEMnFGA&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@toptrendingcars,Top Trending Cars,12 Best Long-Range Electric Cars on the Market in 2024,56K,3 weeks,We know electric vehicles are the future of automobiles. But what is less known is: What are the best electric cars on the market?,2024-01-27 00:18:19.366560
/watch?v=iAOT-tar0QQ&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@NBCNews,NBC News,Major U.S. Companies Switching To Electric Vehicles,17K,1 year,"Amazon, FedEx and UPS are just some of the major companies starting to switch to electric vehicles for deliveries and trucking.",2024-01-27 00:18:19.370956
/watch?v=ORtHnYBuoQw&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@CNBC,CNBC,Can The U.S. Power Grid Handle The EV Boom?,434K,6 months,"The EV revolution could put a major strain on the nation's electric grid, an aging system built for a world that runs on fossil fuels.",2024-01-27 00:18:19.384145
/shorts/YUqbT8llZjs,/@RyanMcBethProgramming,Ryan McBeth,Is the US Army switching to all-electric vehicles?,440K,8 months,"I believe that this is a sensationalist ""rage baiting"" article that was designed to make people angry and reshare. Developing an ...",2024-01-27 00:18:19.391194
/shorts/Uo5Bi_cs2AU,/@reppfluger,Congressman August Pfluger,Biden official pushing radical electric vehicle mandate doesn’t know how much electricity US needs.,14M,6 months,... EPA doesn't know it ferc probably doesn't know it who else doesn't know it in this country and we're mandating electric vehicles ...,2024-01-27 00:18:19.397015
/shorts/OcCtIVzIWMg,/@TheHeritageFoundation,The Heritage Foundation,The Achilles Heel of Electric Vehicles...,6.5M,8 months,https://youtu.be/WuL5j6YYKak Still haven't subscribed to The Heritage Foundation on YouTube? Click here ▻ https://bit.ly/2otKliy ...,2024-01-27 00:18:19.403400
/watch?v=uAslgUlSerQ&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@TFLtalk,TFLtalk,America Hates Electric Vehicles - Why Is That?,45K,6 months,#podcast #car #ev.,2024-01-27 00:18:19.410641
/watch?v=q5GGCVIEYts&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@CNBC,CNBC,Why China Is Beating The U.S. In Electric Vehicles,2.2M,2 years,The global electric vehicle market is heating up and China wants to dominate. The country has invested at least $60 billion to ...,2024-01-27 00:18:19.419712
/watch?v=B5QRfojd7Z0&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@CarCoachReports,Car Coach Reports,Shocking News: Electric Vehicle Rebate Programs Run Out of Money,2.6K,10 hours,Electric vehicle rebate programs are out of funds. The Illinois EPA electric vehicle program out of money. This is bad news if you ...,2024-01-27 00:18:19.425952
/watch?v=fQuytxHxSCk&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@CNET,CNET,Best EVs 2023: Buying Guide,82K,4 months,Join Editor Antuan Goodwin and CNET's long-term Kia EV6 to learn what you should consider when choosing an electric car.,2024-01-27 00:18:29.830139
/watch?v=tzrUkgbVoro&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@CBSChicago,CBS Chicago,Electric vehicle drivers stranded because of cold-weather charging problems,88K,11 days,Driver said some of the charging stations weren't working – and those that were working took a lot longer than usual to charge.,2024-01-27 00:18:29.831540
/watch?v=iDORT6kOVrs&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@fox26houston,FOX 26 Houston,Electric vehicles overstocked in the U.S.,2.3K,6 months,What's going on with electric vehicles? There were predictions of more car owners leaving gas vehicles behind. But it looks like ...,2024-01-27 00:18:29.832798
/watch?v=m1Texn0WO4g&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@NewsNation,NewsNation,Car dealers concerned over weak EV demand | Morning in America,5.7K,3 weeks,Some car dealers across the country are expressing concern about what they are calling weak demand for electric vehicles.,2024-01-27 00:18:29.834127
/shorts/86ybpjn6ncs,/@propercushty,Proper Cushty!,BEST ELECTRIC CARS 2023,54K,7 months,We look at the best ELECTRIC CARS in 2023. Top 5 electric vehicles in 2023 TESLA MODEL 3 PORSCHE TAYCAN FORD F150 ...,2024-01-27 00:18:29.835486
/shorts/vmdox-V2u_I,/@TheHeritageFoundation,The Heritage Foundation,Why the Government Wants You Driving an Electric Vehicle,49K,7 months,The push to electric vehicles without any Congressional authorization is part of a larger leftist scheme happening right before our ...,2024-01-27 00:18:29.836877
/watch?v=OlCml6ixSdk&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@business,Bloomberg Originals,Why Electric Cars Are a Problem for Auto Workers,176K,3 months,"The United Auto Workers' strike against GM, Ford and Chrysler-parent company Stellantis came at a pivotal moment. As President ...",2024-01-27 00:18:29.838747
/watch?v=t9GFkilCs_c&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@CNBC,CNBC,How Car Makers Are Switching To EVs | CNBC Marathon,569K,4 months,"It recently debuted the Charger Daytona SRT EV, an electric car that looks a lot like its popular supercharged Challenger and ...",2024-01-27 00:18:29.840623
/watch?v=tt3BSseLSWk&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@NBCNews,NBC News,Biden admin accelerating electric vehicle movement with new standards,26K,9 months,The Biden administration wants to accelerate the green revolution by requiring that electric vehicles make up at least 54 percent of ...,2024-01-27 00:18:29.842019
/watch?v=X2HX5wsQVEA&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@jeebusmcchrist,Big Dumb Moron,I'm an electric car.,1.5M,8 years,From the Simpsons S14E7: Special Edna. Sponsored by the gasoline producers of America. Hello. I'm an electric car. I can't go ...,2024-01-27 00:18:29.843297
/watch?v=cxLvXcHEeNk&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@FromFutureLab,Future Lab,Top 10 All-New Electric Cars on Roads in 2023,1.3M,1 year,0:00 Intro 0:24 Fisker Ocean 2:10 Aptera Solar EV 4:09 Chevy Equinox EV 5:57 Tesla Roadster 7:48 Lotus Eletre 10:16 Ioniq 6 ...,2024-01-27 00:18:29.845191
/watch?v=I6ykCRevsvM&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@kabirconsiders,Kabir Considers,Brit Reacts To WHY AREN'T AMERICAN’S BUYING ELECTRIC CARS LIKE BEFORE?,6.7K,1 month,Brit Reacts To WHY AMERICAN'S AREN'T BUYING ELECTRIC CARS! If You Would Like To Support The Channel: ...,2024-01-27 00:18:29.850640
/shorts/RX-Wdl80Ank,/@SupercarBlondie,Supercar Blondie,World's First Electric Hummer ⚡️,1.2M,2 years,SUBSCRIBE #Shorts You can follow Supercar Blondie on: https://www.instagram.com/supercarblo...,2024-01-27 00:18:29.851971
/watch?v=vn9Vl0G53lA&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@OurChangingClimate,Our Changing Climate,Why Electric Cars Won't Save Us,158K,1 year,"In this Our Changing Climate climate change video essay, I look at why electric cars won't save us. Specifically, I unpack why ...",2024-01-27 00:18:29.855278
/shorts/s2d8dgZPOYE,/@scottykilmer,Scotty Kilmer,Here’s Why Electric Cars are a Scam,814K,1 year,#shorts #savagescotty #carrepair #carsofyoutube #auto #car #cars #funny #mechanic #diy #howto #electriccar.,2024-01-27 00:18:29.856698
/watch?v=I8AEqKQcFbc&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@carfluencer,Carfluencer,15 Best New Electric Cars 2023 - 2024,346K,7 months,"In this exclusive video where we delve into the future of the electric car market, specifically focusing on the 15 best new electric ...",2024-01-27 00:18:29.858532
/shorts/BgKLIZAIjPk,/@SupercarBlondie,Supercar Blondie,The world’s best selling electric car 🔥🤩,621K,11 months,supercarblondie #byd #buildyourdreams #electriccar #futuristic #carshorts.,2024-01-27 00:18:29.859946
/shorts/uhEZD1KLM2w,/@rambushdoeswhips,RambusH Does Whips,Worlds cheapest electric car - it’s actually amazing,356K,1 year,this is the renault twizzy and its the worlds cheapest electric car (i believe),2024-01-27 00:18:29.861230
/watch?v=V1kOLhhSjl8&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@AdamSomething,Adam Something,"Electric Cars Won't Change Anything, Here's Why",971K,8 months,"AG1 is a comprehensive, nutrition drink engineered to fill the nutritional gaps in your diet and support your body's nutritional ...",2024-01-27 00:18:29.862556
/watch?v=z2HneqfZGsM&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@StosselTV,John Stossel,"Electric Cars: Inconvenient Facts, Part One",1.8M,1 year,Politicians and activists who want all cars to go electric are guilty of magical thinking. ———— To make sure you see the new ...,2024-01-27 00:18:38.430583
/watch?v=b4VfL0PbZdg&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@NBCNews,NBC News,How Can The U.S. Adapt For An All-Electric Vehicle Future? Inside The Search For Charging Solutions,21K,1 year,"With 35 million electric vehicles expected on the road by 2030, experts say the U.S. will need to massively expand its charging ...",2024-01-27 00:18:38.432902
/watch?v=6bTMAkd-EJc&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@wsj,The Wall Street Journal,The Tesla Competitor Dominating China’s EV Market | WSJ U.S. vs. China,580K,11 months,"Elon Musk's Tesla is facing pressure in China from the country's top electric-vehicle company BYD, backed by Warren Buffett.",2024-01-27 00:18:38.434449
/watch?v=avi9iBC8opU&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@ForbesBreakingNews,Forbes Breaking News,'Which Uses More Electricity...A Refrigerator When It's Running Or Electric Car When It's Charging?',3.7M,1 year,"At today's House Transportation Committee hearing, Rep. Thomas Massie (R-KY) questioned Sec. Pete Buttigieg.",2024-01-27 00:18:38.435744
/watch?v=3-MTcc0oW4s&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@Electroheads,Electroheads,This WEIRD electric car that could change the American car industry,25K,1 year,"'Supersize me' is no longer a phrase you'll hear solely at the golden arches' drive thru, EVERYTHING is getting bigger, including ...",2024-01-27 00:18:38.437487
/watch?v=yXdJO7DID-A&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@NewsNation,NewsNation,High temperatures affecting electric vehicles | Morning in America,13K,6 months,"With much of the country experiencing scorching heat from Arizona to Texas to Florida, those driving electric vehicles might notice ...",2024-01-27 00:18:38.438910
/watch?v=x6hWuFDo99Y&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@RyanShawtech,Ryan Shaw,NEW Tesla Model In 2025 | We Can't Wait,26K,6 hours,Install Star Trek Fleet Command for FREE now https://t2m.io/RyanShaw and enter the promo code WARPSPEED to unlock 10 ...,2024-01-27 00:18:38.440190
/watch?v=ORRSIS3pmWY&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@OurAutoExpert,Our Auto Expert,3 REASONS AMERICANS ARE AVOIDING ELECTRIC VEHICLES,264,1 year,"According to Autolist.com, there are three reasons Americans are avoiding electric cars. In a recent survey, they found Americans ...",2024-01-27 00:18:38.442002
/watch?v=vWZTsfYho7o&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@cheddar,Cheddar,Are U.S. Cities Ready For A Surge In Electric Cars? - Cheddar Explains,75K,1 year,"Electric vehicles are the future of automobiles. But, as of right now, the United States isn't ready for that future. 30% of the nation's ...",2024-01-27 00:18:38.443339
/watch?v=xSmgBybqPM4&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@scottykilmer,Scotty Kilmer,This New Electric Car Has No Battery and Just Killed Tesla’s Future,476K,1 month,"Electric car review. This New Electric Car Has No Battery and Shakes Up the Entire Car Industry, DIY and car review Scotty Kilmer ...",2024-01-27 00:18:38.444709
/watch?v=UgauK-Xs4p4&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@gasev,Gas & EV,"Best Small Electric Cars in 2023 (Under $20,000)",6.6K,11 months,"Today, we will discuss the top 5 small E.V.s you can buy in 2023. All of these cars from our list are available in the U.S. An ...",2024-01-27 00:18:38.446156
/watch?v=03-cF_ozoQs&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@FasBeam,Faisal Khan,Here Is Why Electric Cars Are Not The Future!,361K,1 year,Buy my merchandise - https://www.fk-r.com I give you a deep-dive into EVs and tell you why electric cars are not the future.,2024-01-27 00:18:38.447569
/watch?v=36xrwBRA4VU&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@thecarspaceYT,The Car Space,12 All-New Fully Electric Cars In 2024,118K,2 months,"Electrification is coming for all new cars in 2024. Well, almost all. Just in this video, I will be showing you my top 12 all new electric ...",2024-01-27 00:18:38.449419
/watch?v=sY6xQ1fcQCY&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@shotslife,Shots Life,"RV Generator gets a New, Stronger Pan | EPS3 |2005 American Eagle | Shots Life",554,4 hours,"This week we get the new pan made and start drilling the panel holes, we also paint the front end tray of the Bus! Please ...",2024-01-27 00:18:38.450631
/watch?v=KzXnL8v88aA&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@ModernHeroes,Modern Heroes,"ARE ELECTRIC CARS THE NEXT BETAMAX? [EV News - Week 3, 2024]",2K,8 hours,"In this week's EV news, SEAT might not stop making cars after all, Mike Rutherford from Auto Express reckons EVs could be the ...",2024-01-27 00:18:38.452605
/watch?v=E9TyjPSXErk&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@gasev,Gas & EV,"10 Cheapest Electric Cars in 2024 (From $23,000)",369K,1 year,"In this video, we'll be taking a look at 10 electric cars that are expected to be among the most budget-friendly in 2023. Looking for ...",2024-01-27 00:18:38.453898
/watch?v=ADwNNgCTiqQ&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@CarCoachReports,Car Coach Reports,Is America's Electric Car Revolution Stalled?,7.1K,4 weeks,'Making Money' host Charles Payne and Car Coach Reports sector analyst Lauren Fix discuss the government's push to ...,2024-01-27 00:18:38.455530
/watch?v=_VKOA51KeqI&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@carhelpcorner,Car Help Corner,Top 10 BEST Electric Cars & SUVs For 2023 || Best Value AND Most Reliable,123K,1 year,Top 10 best electric cars and SUVs you can buy in 2023. We review and compare the best electric cars and electric SUVs on the ...,2024-01-27 00:18:38.457338
/watch?v=UNBLhGsjHQI&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@SabineHossenfelder,Sabine Hossenfelder,Electric Vehicles: Will they save or destroy us?,317K,6 months,Transportation is a major contributor to greenhouse-gas emissions. Will electric vehicles be the key to stopping climate change or ...,2024-01-27 00:18:38.459222
/watch?v=rwg7JuH3OYY&pp=ygUVQW1lcmljYW4gZWxlY3RyaWMgY2Fy,/@topcarz,TopCarz,Top 7 American Electric Cars on Roads in 2022,3.1K,2 years,"There's a lot going on in the world of electric vehicles these days. Zero-emission EVs, SUVs, and even EV pickup trucks are also ...",2024-01-27 00:18:38.461000
